enrollmentid,personid,calendarid,grade,startdate,enddate,schoolid,calendar_startdate,calendar_enddate,endyear,zip,schoolname,city_x,startyear,label,active,final_enddate,city_y
135694,115779,440,03,2020-09-02,,56,2020-09-01,2021-06-25,2021,11238,aq,Brooklyn,2020,20-21,1,2021-06-25,Brooklyn
135695,115780,440,03,2020-09-02,,56,2020-09-01,2021-06-25,2021,11238,aq,Brooklyn,2020,20-21,1,2021-06-25,Brooklyn
135697,115781,440,03,2020-09-02,,56,2020-09-01,2021-06-25,2021,11238,aq,Brooklyn,2020,20-21,1,2021-06-25,Brooklyn
135698,115782,440,03,2020-09-02,,56,2020-09-01,2021-06-25,2021,11238,aq,Brooklyn,2020,20-21,1,2021-06-25,Brooklyn
135700,115783,440,03,2020-09-02,,56,2020-09-01,2021-06-25,2021,11238,aq,Brooklyn,2020,20-21,1,2021-06-25,Brooklyn
135701,115784,440,03,2020-09-02,,56,2020-09-01,2021-06-25,2021,11238,aq,Brooklyn,2020,20-21,1,2021-06-25,Brooklyn
135703,115787,440,03,2020-09-02,,56,2020-09-01,2021-06-25,2021,11238,aq,Brooklyn,2020,20-21,1,2021-06-25,Brooklyn
135704,115788,440,03,2020-09-02,,56,2020-09-01,2021-06-25,2021,11238,aq,Brooklyn,2020,20-21,1,2021-06-25,Brooklyn
135705,115789,440,03,2020-09-02,,56,2020-09-01,2021-06-25,2021,11238,aq,Brooklyn,2020,20-21,1,2021-06-25,Brooklyn
135706,115791,440,03,2020-09-02,,56,2020-09-01,2021-06-25,2021,11238,aq,Brooklyn,2020,20-21,1,2021-06-25,Brooklyn
135707,115794,440,03,2020-09-02,,56,2020-09-01,2021-06-25,2021,11238,aq,Brooklyn,2020,20-21,1,2021-06-25,Brooklyn
135708,115795,440,03,2020-09-02,,56,2020-09-01,2021-06-25,2021,11238,aq,Brooklyn,2020,20-21,1,2021-06-25,Brooklyn
135710,115796,440,03,2020-09-02,,56,2020-09-01,2021-06-25,2021,11238,aq,Brooklyn,2020,20-21,1,2021-06-25,Brooklyn
135712,115797,440,03,2020-09-02,,56,2020-09-01,2021-06-25,2021,11238,aq,Brooklyn,2020,20-21,1,2021-06-25,Brooklyn
135713,115798,440,03,2020-09-02,,56,2020-09-01,2021-06-25,2021,11238,aq,Brooklyn,2020,20-21,1,2021-06-25,Brooklyn
135714,115799,440,03,2020-09-02,,56,2020-09-01,2021-06-25,2021,11238,aq,Brooklyn,2020,20-21,1,2021-06-25,Brooklyn
135717,115800,440,03,2020-09-02,,56,2020-09-01,2021-06-25,2021,11238,aq,Brooklyn,2020,20-21,1,2021-06-25,Brooklyn
135719,115802,440,03,2020-09-02,2021-06-25,56,2020-09-01,2021-06-25,2021,11238,aq,Brooklyn,2020,20-21,1,2021-06-25,Brooklyn
135721,115804,440,03,2020-09-02,2021-06-25,56,2020-09-01,2021-06-25,2021,11238,aq,Brooklyn,2020,20-21,1,2021-06-25,Brooklyn
135722,115805,440,03,2020-09-02,,56,2020-09-01,2021-06-25,2021,11238,aq,Brooklyn,2020,20-21,1,2021-06-25,Brooklyn
135725,115806,440,03,2020-09-02,,56,2020-09-01,2021-06-25,2021,11238,aq,Brooklyn,2020,20-21,1,2021-06-25,Brooklyn
135726,115807,440,03,2020-09-02,2021-06-25,56,2020-09-01,2021-06-25,2021,11238,aq,Brooklyn,2020,20-21,1,2021-06-25,Brooklyn
135727,115808,440,03,2020-09-02,,56,2020-09-01,2021-06-25,2021,11238,aq,Brooklyn,2020,20-21,1,2021-06-25,Brooklyn
135729,115810,440,03,2020-09-02,,56,2020-09-01,2021-06-25,2021,11238,aq,Brooklyn,2020,20-21,1,2021-06-25,Brooklyn
135730,115812,440,03,2020-09-02,,56,2020-09-01,2021-06-25,2021,11238,aq,Brooklyn,2020,20-21,1,2021-06-25,Brooklyn
135731,115813,440,03,2020-09-02,,56,2020-09-01,2021-06-25,2021,11238,aq,Brooklyn,2020,20-21,1,2021-06-25,Brooklyn
135732,115814,440,03,2020-09-02,,56,2020-09-01,2021-06-25,2021,11238,aq,Brooklyn,2020,20-21,1,2021-06-25,Brooklyn
135733,115815,440,03,2020-09-02,,56,2020-09-01,2021-06-25,2021,11238,aq,Brooklyn,2020,20-21,1,2021-06-25,Brooklyn
135734,115816,440,03,2020-09-02,2021-06-25,56,2020-09-01,2021-06-25,2021,11238,aq,Brooklyn,2020,20-21,1,2021-06-25,Brooklyn
135735,115817,440,03,2020-09-02,,56,2020-09-01,2021-06-25,2021,11238,aq,Brooklyn,2020,20-21,1,2021-06-25,Brooklyn
135738,115818,440,03,2020-09-02,,56,2020-09-01,2021-06-25,2021,11238,aq,Brooklyn,2020,20-21,1,2021-06-25,Brooklyn
135739,115819,440,03,2020-09-02,,56,2020-09-01,2021-06-25,2021,11238,aq,Brooklyn,2020,20-21,1,2021-06-25,Brooklyn
135740,115824,440,03,2020-09-02,,56,2020-09-01,2021-06-25,2021,11238,aq,Brooklyn,2020,20-21,1,2021-06-25,Brooklyn
135741,115825,440,03,2020-09-02,,56,2020-09-01,2021-06-25,2021,11238,aq,Brooklyn,2020,20-21,1,2021-06-25,Brooklyn
135742,115826,440,03,2020-09-02,,56,2020-09-01,2021-06-25,2021,11238,aq,Brooklyn,2020,20-21,1,2021-06-25,Brooklyn
135743,115830,440,03,2020-09-02,,56,2020-09-01,2021-06-25,2021,11238,aq,Brooklyn,2020,20-21,1,2021-06-25,Brooklyn
135744,115831,440,03,2020-09-02,,56,2020-09-01,2021-06-25,2021,11238,aq,Brooklyn,2020,20-21,1,2021-06-25,Brooklyn
135802,116444,440,04,2020-09-02,,56,2020-09-01,2021-06-25,2021,11238,aq,Brooklyn,2020,20-21,1,2021-06-25,Brooklyn
135681,116454,440,03,2020-09-02,,56,2020-09-01,2021-06-25,2021,11238,aq,Brooklyn,2020,20-21,1,2021-06-25,Brooklyn
135711,116455,440,03,2020-09-02,,56,2020-09-01,2021-06-25,2021,11238,aq,Brooklyn,2020,20-21,1,2021-06-25,Brooklyn
135658,117084,440,03,2020-09-02,,56,2020-09-01,2021-06-25,2021,11238,aq,Brooklyn,2020,20-21,1,2021-06-25,Brooklyn
135728,117085,440,03,2020-09-02,,56,2020-09-01,2021-06-25,2021,11238,aq,Brooklyn,2020,20-21,1,2021-06-25,Brooklyn
135893,117228,440,01,2020-09-02,,56,2020-09-01,2021-06-25,2021,11238,aq,Brooklyn,2020,20-21,1,2021-06-25,Brooklyn
135871,117706,440,01,2020-09-02,,56,2020-09-01,2021-06-25,2021,11238,aq,Brooklyn,2020,20-21,1,2021-06-25,Brooklyn
144221,117824,440,01,2020-09-02,,56,2020-09-01,2021-06-25,2021,11238,aq,Brooklyn,2020,20-21,1,2021-06-25,Brooklyn
135763,120335,440,04,2020-09-02,,56,2020-09-01,2021-06-25,2021,11238,aq,Brooklyn,2020,20-21,1,2021-06-25,Brooklyn
135715,120343,440,03,2020-09-02,,56,2020-09-01,2021-06-25,2021,11238,aq,Brooklyn,2020,20-21,1,2021-06-25,Brooklyn
135716,120344,440,03,2020-09-02,,56,2020-09-01,2021-06-25,2021,11238,aq,Brooklyn,2020,20-21,1,2021-06-25,Brooklyn
135736,120345,440,03,2020-09-02,,56,2020-09-01,2021-06-25,2021,11238,aq,Brooklyn,2020,20-21,1,2021-06-25,Brooklyn
135699,121172,440,03,2020-09-02,2021-06-25,56,2020-09-01,2021-06-25,2021,11238,aq,Brooklyn,2020,20-21,1,2021-06-25,Brooklyn
135668,121182,440,03,2020-09-02,,56,2020-09-01,2021-06-25,2021,11238,aq,Brooklyn,2020,20-21,1,2021-06-25,Brooklyn
135667,121188,440,03,2020-09-02,,56,2020-09-01,2021-06-25,2021,11238,aq,Brooklyn,2020,20-21,1,2021-06-25,Brooklyn
135669,121198,440,03,2020-09-02,,56,2020-09-01,2021-06-25,2021,11238,aq,Brooklyn,2020,20-21,1,2021-06-25,Brooklyn
135829,122398,440,04,2020-09-02,,56,2020-09-01,2021-06-25,2021,11238,aq,Brooklyn,2020,20-21,1,2021-06-25,Brooklyn
135670,123155,440,03,2020-09-02,,56,2020-09-01,2021-06-25,2021,11238,aq,Brooklyn,2020,20-21,1,2021-06-25,Brooklyn
135654,125721,440,02,2020-09-02,,56,2020-09-01,2021-06-25,2021,11238,aq,Brooklyn,2020,20-21,1,2021-06-25,Brooklyn
135626,125738,440,02,2020-09-02,2021-06-25,56,2020-09-01,2021-06-25,2021,11238,aq,Brooklyn,2020,20-21,1,2021-06-25,Brooklyn
135803,125759,440,04,2020-09-02,,56,2020-09-01,2021-06-25,2021,11238,aq,Brooklyn,2020,20-21,1,2021-06-25,Brooklyn
135650,125777,440,02,2020-09-02,2021-06-25,56,2020-09-01,2021-06-25,2021,11238,aq,Brooklyn,2020,20-21,1,2021-06-25,Brooklyn
135647,125798,440,02,2020-09-02,,56,2020-09-01,2021-06-25,2021,11238,aq,Brooklyn,2020,20-21,1,2021-06-25,Brooklyn
135641,125807,440,02,2020-09-02,,56,2020-09-01,2021-06-25,2021,11238,aq,Brooklyn,2020,20-21,1,2021-06-25,Brooklyn
135628,125825,440,02,2020-09-02,,56,2020-09-01,2021-06-25,2021,11238,aq,Brooklyn,2020,20-21,1,2021-06-25,Brooklyn
135636,125826,440,02,2020-09-02,,56,2020-09-01,2021-06-25,2021,11238,aq,Brooklyn,2020,20-21,1,2021-06-25,Brooklyn
135627,125836,440,02,2020-09-02,,56,2020-09-01,2021-06-25,2021,11238,aq,Brooklyn,2020,20-21,1,2021-06-25,Brooklyn
135632,125953,440,02,2020-09-02,2021-06-25,56,2020-09-01,2021-06-25,2021,11238,aq,Brooklyn,2020,20-21,1,2021-06-25,Brooklyn
135637,126001,440,02,2020-09-02,,56,2020-09-01,2021-06-25,2021,11238,aq,Brooklyn,2020,20-21,1,2021-06-25,Brooklyn
135635,126035,440,02,2020-09-02,,56,2020-09-01,2021-06-25,2021,11238,aq,Brooklyn,2020,20-21,1,2021-06-25,Brooklyn
135638,126057,440,02,2020-09-02,,56,2020-09-01,2021-06-25,2021,11238,aq,Brooklyn,2020,20-21,1,2021-06-25,Brooklyn
135597,126107,440,02,2020-09-02,,56,2020-09-01,2021-06-25,2021,11238,aq,Brooklyn,2020,20-21,1,2021-06-25,Brooklyn
143625,126112,440,KG,2020-09-01,,56,2020-09-01,2021-06-25,2021,11238,aq,Brooklyn,2020,20-21,1,2021-06-25,Brooklyn
135642,126128,440,02,2020-09-02,,56,2020-09-01,2021-06-25,2021,11238,aq,Brooklyn,2020,20-21,1,2021-06-25,Brooklyn
135645,126139,440,02,2020-09-02,,56,2020-09-01,2021-06-25,2021,11238,aq,Brooklyn,2020,20-21,1,2021-06-25,Brooklyn
135600,126303,440,02,2020-09-02,2021-06-25,56,2020-09-01,2021-06-25,2021,11238,aq,Brooklyn,2020,20-21,1,2021-06-25,Brooklyn
135601,126473,440,02,2020-09-02,,56,2020-09-01,2021-06-25,2021,11238,aq,Brooklyn,2020,20-21,1,2021-06-25,Brooklyn
135604,126541,440,02,2020-09-02,,56,2020-09-01,2021-06-25,2021,11238,aq,Brooklyn,2020,20-21,1,2021-06-25,Brooklyn
135605,126622,440,02,2020-09-02,,56,2020-09-01,2021-06-25,2021,11238,aq,Brooklyn,2020,20-21,1,2021-06-25,Brooklyn
135625,126628,440,02,2020-09-02,,56,2020-09-01,2021-06-25,2021,11238,aq,Brooklyn,2020,20-21,1,2021-06-25,Brooklyn
135676,126645,440,03,2020-09-02,,56,2020-09-01,2021-06-25,2021,11238,aq,Brooklyn,2020,20-21,1,2021-06-25,Brooklyn
135608,126739,440,02,2020-09-02,,56,2020-09-01,2021-06-25,2021,11238,aq,Brooklyn,2020,20-21,1,2021-06-25,Brooklyn
135609,126752,440,02,2020-09-02,,56,2020-09-01,2021-06-25,2021,11238,aq,Brooklyn,2020,20-21,1,2021-06-25,Brooklyn
135610,126770,440,02,2020-09-02,,56,2020-09-01,2021-06-25,2021,11238,aq,Brooklyn,2020,20-21,1,2021-06-25,Brooklyn
135613,126813,440,02,2020-09-02,,56,2020-09-01,2021-06-25,2021,11238,aq,Brooklyn,2020,20-21,1,2021-06-25,Brooklyn
135616,126826,440,02,2020-09-02,,56,2020-09-01,2021-06-25,2021,11238,aq,Brooklyn,2020,20-21,1,2021-06-25,Brooklyn
135618,126837,440,02,2020-09-02,,56,2020-09-01,2021-06-25,2021,11238,aq,Brooklyn,2020,20-21,1,2021-06-25,Brooklyn
135619,126872,440,02,2020-09-02,,56,2020-09-01,2021-06-25,2021,11238,aq,Brooklyn,2020,20-21,1,2021-06-25,Brooklyn
135620,126882,440,02,2020-09-02,,56,2020-09-01,2021-06-25,2021,11238,aq,Brooklyn,2020,20-21,1,2021-06-25,Brooklyn
135621,126894,440,02,2020-09-02,,56,2020-09-01,2021-06-25,2021,11238,aq,Brooklyn,2020,20-21,1,2021-06-25,Brooklyn
135602,126904,440,02,2020-09-02,,56,2020-09-01,2021-06-25,2021,11238,aq,Brooklyn,2020,20-21,1,2021-06-25,Brooklyn
135793,126992,440,04,2020-09-02,,56,2020-09-01,2021-06-25,2021,11238,aq,Brooklyn,2020,20-21,1,2021-06-25,Brooklyn
135643,127079,440,02,2020-09-02,,56,2020-09-01,2021-06-25,2021,11238,aq,Brooklyn,2020,20-21,1,2021-06-25,Brooklyn
135612,127091,440,02,2020-09-02,,56,2020-09-01,2021-06-25,2021,11238,aq,Brooklyn,2020,20-21,1,2021-06-25,Brooklyn
135593,127330,440,02,2020-09-02,,56,2020-09-01,2021-06-25,2021,11238,aq,Brooklyn,2020,20-21,1,2021-06-25,Brooklyn
135614,127345,440,02,2020-09-02,,56,2020-09-01,2021-06-25,2021,11238,aq,Brooklyn,2020,20-21,1,2021-06-25,Brooklyn
135592,127480,440,02,2020-09-02,,56,2020-09-01,2021-06-25,2021,11238,aq,Brooklyn,2020,20-21,1,2021-06-25,Brooklyn
135591,127501,440,02,2020-09-02,,56,2020-09-01,2021-06-25,2021,11238,aq,Brooklyn,2020,20-21,1,2021-06-25,Brooklyn
135787,129431,440,04,2020-09-02,,56,2020-09-01,2021-06-25,2021,11238,aq,Brooklyn,2020,20-21,1,2021-06-25,Brooklyn
144167,130033,440,02,2020-09-02,,56,2020-09-01,2021-06-25,2021,11238,aq,Brooklyn,2020,20-21,1,2021-06-25,Brooklyn
142751,130042,440,02,2020-09-02,,56,2020-09-01,2021-06-25,2021,11238,aq,Brooklyn,2020,20-21,1,2021-06-25,Brooklyn
142749,130048,440,02,2020-09-02,,56,2020-09-01,2021-06-25,2021,11238,aq,Brooklyn,2020,20-21,1,2021-06-25,Brooklyn
142772,130101,440,01,2020-09-02,,56,2020-09-01,2021-06-25,2021,11238,aq,Brooklyn,2020,20-21,1,2021-06-25,Brooklyn
142728,130156,440,02,2020-09-02,,56,2020-09-01,2021-06-25,2021,11238,aq,Brooklyn,2020,20-21,1,2021-06-25,Brooklyn
144064,130556,440,03,2020-09-02,,56,2020-09-01,2021-06-25,2021,11238,aq,Brooklyn,2020,20-21,1,2021-06-25,Brooklyn
142730,131129,440,02,2020-09-02,,56,2020-09-01,2021-06-25,2021,11238,aq,Brooklyn,2020,20-21,1,2021-06-25,Brooklyn
142731,131136,440,02,2020-09-02,,56,2020-09-01,2021-06-25,2021,11238,aq,Brooklyn,2020,20-21,1,2021-06-25,Brooklyn
142762,131324,440,02,2020-09-02,,56,2020-09-01,2021-06-25,2021,11238,aq,Brooklyn,2020,20-21,1,2021-06-25,Brooklyn
144145,131358,440,02,2020-09-02,,56,2020-09-01,2021-06-25,2021,11238,aq,Brooklyn,2020,20-21,1,2021-06-25,Brooklyn
142754,131384,440,02,2020-09-02,2021-06-25,56,2020-09-01,2021-06-25,2021,11238,aq,Brooklyn,2020,20-21,1,2021-06-25,Brooklyn
142758,131785,440,02,2020-09-02,,56,2020-09-01,2021-06-25,2021,11238,aq,Brooklyn,2020,20-21,1,2021-06-25,Brooklyn
135640,131792,440,02,2020-09-02,,56,2020-09-01,2021-06-25,2021,11238,aq,Brooklyn,2020,20-21,1,2021-06-25,Brooklyn
143722,131811,440,KG,2020-09-01,,56,2020-09-01,2021-06-25,2021,11238,aq,Brooklyn,2020,20-21,1,2021-06-25,Brooklyn
142737,131817,440,02,2020-09-02,,56,2020-09-01,2021-06-25,2021,11238,aq,Brooklyn,2020,20-21,1,2021-06-25,Brooklyn
142739,131869,440,02,2020-09-02,,56,2020-09-01,2021-06-25,2021,11238,aq,Brooklyn,2020,20-21,1,2021-06-25,Brooklyn
142740,131887,440,02,2020-09-02,,56,2020-09-01,2021-06-25,2021,11238,aq,Brooklyn,2020,20-21,1,2021-06-25,Brooklyn
135648,131893,440,02,2020-09-02,,56,2020-09-01,2021-06-25,2021,11238,aq,Brooklyn,2020,20-21,1,2021-06-25,Brooklyn
135649,131897,440,02,2020-09-02,,56,2020-09-01,2021-06-25,2021,11238,aq,Brooklyn,2020,20-21,1,2021-06-25,Brooklyn
142743,132140,440,02,2020-09-02,,56,2020-09-01,2021-06-25,2021,11238,aq,Brooklyn,2020,20-21,1,2021-06-25,Brooklyn
142774,132151,440,01,2020-09-02,,56,2020-09-01,2021-06-25,2021,11238,aq,Brooklyn,2020,20-21,1,2021-06-25,Brooklyn
142735,132391,440,02,2020-09-02,2021-06-25,56,2020-09-01,2021-06-25,2021,11238,aq,Brooklyn,2020,20-21,1,2021-06-25,Brooklyn
142736,132493,440,02,2020-09-02,,56,2020-09-01,2021-06-25,2021,11238,aq,Brooklyn,2020,20-21,1,2021-06-25,Brooklyn
142738,132618,440,02,2020-09-02,2021-06-25,56,2020-09-01,2021-06-25,2021,11238,aq,Brooklyn,2020,20-21,1,2021-06-25,Brooklyn
142729,132638,440,02,2020-09-02,,56,2020-09-01,2021-06-25,2021,11238,aq,Brooklyn,2020,20-21,1,2021-06-25,Brooklyn
142732,132692,440,02,2020-09-02,,56,2020-09-01,2021-06-25,2021,11238,aq,Brooklyn,2020,20-21,1,2021-06-25,Brooklyn
142733,132700,440,02,2020-09-02,,56,2020-09-01,2021-06-25,2021,11238,aq,Brooklyn,2020,20-21,1,2021-06-25,Brooklyn
144672,132722,440,02,2020-09-02,,56,2020-09-01,2021-06-25,2021,11238,aq,Brooklyn,2020,20-21,1,2021-06-25,Brooklyn
135652,132731,440,02,2020-09-02,2021-06-25,56,2020-09-01,2021-06-25,2021,11238,aq,Brooklyn,2020,20-21,1,2021-06-25,Brooklyn
135921,132739,440,01,2020-09-02,2021-06-25,56,2020-09-01,2021-06-25,2021,11238,aq,Brooklyn,2020,20-21,1,2021-06-25,Brooklyn
135622,132741,440,02,2020-09-02,,56,2020-09-01,2021-06-25,2021,11238,aq,Brooklyn,2020,20-21,1,2021-06-25,Brooklyn
135888,132750,440,01,2020-09-02,,56,2020-09-01,2021-06-25,2021,11238,aq,Brooklyn,2020,20-21,1,2021-06-25,Brooklyn
135606,132792,440,02,2020-09-02,,56,2020-09-01,2021-06-25,2021,11238,aq,Brooklyn,2020,20-21,1,2021-06-25,Brooklyn
144606,132858,440,KG,2020-09-23,2020-11-05,56,2020-09-01,2021-06-25,2021,11238,aq,Brooklyn,2020,20-21,1,2020-11-05,Brooklyn
135644,132875,440,02,2020-09-02,,56,2020-09-01,2021-06-25,2021,11238,aq,Brooklyn,2020,20-21,1,2021-06-25,Brooklyn
135887,132887,440,01,2020-09-02,,56,2020-09-01,2021-06-25,2021,11238,aq,Brooklyn,2020,20-21,1,2021-06-25,Brooklyn
135603,132888,440,02,2020-09-02,,56,2020-09-01,2021-06-25,2021,11238,aq,Brooklyn,2020,20-21,1,2021-06-25,Brooklyn
142756,132965,440,02,2020-09-02,2020-11-02,56,2020-09-01,2021-06-25,2021,11238,aq,Brooklyn,2020,20-21,1,2020-11-02,Brooklyn
142741,132978,440,02,2020-09-02,,56,2020-09-01,2021-06-25,2021,11238,aq,Brooklyn,2020,20-21,1,2021-06-25,Brooklyn
142761,133058,440,02,2020-09-02,,56,2020-09-01,2021-06-25,2021,11238,aq,Brooklyn,2020,20-21,1,2021-06-25,Brooklyn
142759,133113,440,02,2020-09-02,2021-06-24,56,2020-09-01,2021-06-25,2021,11238,aq,Brooklyn,2020,20-21,1,2021-06-24,Brooklyn
142742,133348,440,02,2020-09-02,2020-11-06,56,2020-09-01,2021-06-25,2021,11238,aq,Brooklyn,2020,20-21,1,2020-11-06,Brooklyn
135766,133485,440,04,2020-09-02,,56,2020-09-01,2021-06-25,2021,11238,aq,Brooklyn,2020,20-21,1,2021-06-25,Brooklyn
135773,133486,440,04,2020-09-02,,56,2020-09-01,2021-06-25,2021,11238,aq,Brooklyn,2020,20-21,1,2021-06-25,Brooklyn
135919,133538,440,01,2020-09-02,,56,2020-09-01,2021-06-25,2021,11238,aq,Brooklyn,2020,20-21,1,2021-06-25,Brooklyn
135810,133540,440,04,2020-09-02,,56,2020-09-01,2021-06-25,2021,11238,aq,Brooklyn,2020,20-21,1,2021-06-25,Brooklyn
142760,133604,440,02,2020-09-02,,56,2020-09-01,2021-06-25,2021,11238,aq,Brooklyn,2020,20-21,1,2021-06-25,Brooklyn
143721,133632,440,KG,2020-09-01,,56,2020-09-01,2021-06-25,2021,11238,aq,Brooklyn,2020,20-21,1,2021-06-25,Brooklyn
142757,133794,440,02,2020-09-02,,56,2020-09-01,2021-06-25,2021,11238,aq,Brooklyn,2020,20-21,1,2021-06-25,Brooklyn
135828,134024,440,04,2020-09-02,,56,2020-09-01,2021-06-25,2021,11238,aq,Brooklyn,2020,20-21,1,2021-06-25,Brooklyn
135629,134520,440,02,2020-09-02,2021-06-25,56,2020-09-01,2021-06-25,2021,11238,aq,Brooklyn,2020,20-21,1,2021-06-25,Brooklyn
135807,134593,440,04,2020-09-02,2020-11-16,56,2020-09-01,2021-06-25,2021,11238,aq,Brooklyn,2020,20-21,1,2020-11-16,Brooklyn
144482,134596,440,02,2020-09-01,2020-11-16,56,2020-09-01,2021-06-25,2021,11238,aq,Brooklyn,2020,20-21,1,2020-11-16,Brooklyn
135747,134597,440,04,2020-09-02,,56,2020-09-01,2021-06-25,2021,11238,aq,Brooklyn,2020,20-21,1,2021-06-25,Brooklyn
135611,134598,440,02,2020-09-02,,56,2020-09-01,2021-06-25,2021,11238,aq,Brooklyn,2020,20-21,1,2021-06-25,Brooklyn
135651,134599,440,02,2020-09-02,,56,2020-09-01,2021-06-25,2021,11238,aq,Brooklyn,2020,20-21,1,2021-06-25,Brooklyn
135779,134631,440,04,2020-09-02,,56,2020-09-01,2021-06-25,2021,11238,aq,Brooklyn,2020,20-21,1,2021-06-25,Brooklyn
142727,134670,440,02,2020-09-02,,56,2020-09-01,2021-06-25,2021,11238,aq,Brooklyn,2020,20-21,1,2021-06-25,Brooklyn
142752,134987,440,02,2020-09-02,,56,2020-09-01,2021-06-25,2021,11238,aq,Brooklyn,2020,20-21,1,2021-06-25,Brooklyn
135630,135385,440,02,2020-09-02,,56,2020-09-01,2021-06-25,2021,11238,aq,Brooklyn,2020,20-21,1,2021-06-25,Brooklyn
135594,135386,440,02,2020-09-02,,56,2020-09-01,2021-06-25,2021,11238,aq,Brooklyn,2020,20-21,1,2021-06-25,Brooklyn
135925,135651,440,01,2020-09-02,,56,2020-09-01,2021-06-25,2021,11238,aq,Brooklyn,2020,20-21,1,2021-06-25,Brooklyn
135655,135829,440,02,2020-09-02,,56,2020-09-01,2021-06-25,2021,11238,aq,Brooklyn,2020,20-21,1,2021-06-25,Brooklyn
135902,136111,440,01,2020-09-02,,56,2020-09-01,2021-06-25,2021,11238,aq,Brooklyn,2020,20-21,1,2021-06-25,Brooklyn
142767,138065,440,01,2020-09-02,,56,2020-09-01,2021-06-25,2021,11238,aq,Brooklyn,2020,20-21,1,2021-06-25,Brooklyn
142770,138099,440,01,2020-09-02,,56,2020-09-01,2021-06-25,2021,11238,aq,Brooklyn,2020,20-21,1,2021-06-25,Brooklyn
142771,138452,440,01,2020-09-02,,56,2020-09-01,2021-06-25,2021,11238,aq,Brooklyn,2020,20-21,1,2021-06-25,Brooklyn
135839,138768,440,01,2020-09-02,,56,2020-09-01,2021-06-25,2021,11238,aq,Brooklyn,2020,20-21,1,2021-06-25,Brooklyn
135841,138877,440,01,2020-09-02,,56,2020-09-01,2021-06-25,2021,11238,aq,Brooklyn,2020,20-21,1,2021-06-25,Brooklyn
135843,138928,440,01,2020-09-02,,56,2020-09-01,2021-06-25,2021,11238,aq,Brooklyn,2020,20-21,1,2021-06-25,Brooklyn
135844,138956,440,01,2020-09-02,,56,2020-09-01,2021-06-25,2021,11238,aq,Brooklyn,2020,20-21,1,2021-06-25,Brooklyn
135845,139003,440,01,2020-09-02,,56,2020-09-01,2021-06-25,2021,11238,aq,Brooklyn,2020,20-21,1,2021-06-25,Brooklyn
135846,139031,440,01,2020-09-02,,56,2020-09-01,2021-06-25,2021,11238,aq,Brooklyn,2020,20-21,1,2021-06-25,Brooklyn
135847,139044,440,01,2020-09-02,,56,2020-09-01,2021-06-25,2021,11238,aq,Brooklyn,2020,20-21,1,2021-06-25,Brooklyn
135848,139071,440,01,2020-09-02,,56,2020-09-01,2021-06-25,2021,11238,aq,Brooklyn,2020,20-21,1,2021-06-25,Brooklyn
135598,139088,440,02,2020-09-02,,56,2020-09-01,2021-06-25,2021,11238,aq,Brooklyn,2020,20-21,1,2021-06-25,Brooklyn
135854,139105,440,01,2020-09-02,,56,2020-09-01,2021-06-25,2021,11238,aq,Brooklyn,2020,20-21,1,2021-06-25,Brooklyn
135855,139127,440,01,2020-09-02,2021-06-25,56,2020-09-01,2021-06-25,2021,11238,aq,Brooklyn,2020,20-21,1,2021-06-25,Brooklyn
135666,139134,440,03,2020-09-02,2021-06-25,56,2020-09-01,2021-06-25,2021,11238,aq,Brooklyn,2020,20-21,1,2021-06-25,Brooklyn
135856,139135,440,01,2020-09-02,2021-06-25,56,2020-09-01,2021-06-25,2021,11238,aq,Brooklyn,2020,20-21,1,2021-06-25,Brooklyn
135857,139341,440,01,2020-09-02,,56,2020-09-01,2021-06-25,2021,11238,aq,Brooklyn,2020,20-21,1,2021-06-25,Brooklyn
135859,139368,440,01,2020-09-02,,56,2020-09-01,2021-06-25,2021,11238,aq,Brooklyn,2020,20-21,1,2021-06-25,Brooklyn
135860,139376,440,01,2020-09-02,,56,2020-09-01,2021-06-25,2021,11238,aq,Brooklyn,2020,20-21,1,2021-06-25,Brooklyn
135920,139460,440,01,2020-09-02,,56,2020-09-01,2021-06-25,2021,11238,aq,Brooklyn,2020,20-21,1,2021-06-25,Brooklyn
135861,139476,440,01,2020-09-02,,56,2020-09-01,2021-06-25,2021,11238,aq,Brooklyn,2020,20-21,1,2021-06-25,Brooklyn
142782,139557,440,01,2020-09-02,,56,2020-09-01,2021-06-25,2021,11238,aq,Brooklyn,2020,20-21,1,2021-06-25,Brooklyn
142781,139566,440,01,2020-09-02,,56,2020-09-01,2021-06-25,2021,11238,aq,Brooklyn,2020,20-21,1,2021-06-25,Brooklyn
135862,139706,440,01,2020-09-02,,56,2020-09-01,2021-06-25,2021,11238,aq,Brooklyn,2020,20-21,1,2021-06-25,Brooklyn
135863,139747,440,01,2020-09-02,,56,2020-09-01,2021-06-25,2021,11238,aq,Brooklyn,2020,20-21,1,2021-06-25,Brooklyn
142775,139831,440,01,2020-09-02,2021-06-25,56,2020-09-01,2021-06-25,2021,11238,aq,Brooklyn,2020,20-21,1,2021-06-25,Brooklyn
142748,139918,440,02,2020-09-02,2021-06-25,56,2020-09-01,2021-06-25,2021,11238,aq,Brooklyn,2020,20-21,1,2021-06-25,Brooklyn
142783,139922,440,01,2020-09-02,,56,2020-09-01,2021-06-25,2021,11238,aq,Brooklyn,2020,20-21,1,2021-06-25,Brooklyn
